shot_id,x,y,team_id,made,description,meta,flag2
2838062634,27.0,81.0,361,True,2nd 11:21:00 : made by Faheim Meran(LIU) 35-72,period_2 player_787167958 team_361,False
2838062636,93.0,48.0,301,True,2nd 11:12:00 : made by Andrej Stojakovic(Illinois) 35-74,period_2 player_787167924 team_301,False
2838062637,13.0,35.0,361,True,2nd 10:55:00 : made by A.J. Neal(LIU) 37-74,period_2 player_787167943 team_361,False
2838062642,95.0,50.0,301,True,2nd 10:32:00 : made by David Mirkovic(Illinois) 37-76,period_2 player_787167933 team_301,False
2838062644,16.0,94.0,361,False,2nd 10:01:00 : missed by Faheim Meran(LIU) 37-76,period_2 player_787167958 team_361,False
2838062646,94.0,45.0,301,True,2nd 09:51:00 : made by Andrej Stojakovic(Illinois) 37-78,period_2 player_787167924 team_301,False
2838062647,11.0,44.0,361,False,2nd 09:30:00 : missed by A.J. Neal(LIU) 37-78,period_2 player_787167943 team_361,False
2838062664,94.0,52.0,301,True,2nd 08:49:00 : made by Andrej Stojakovic(Illinois) 38-80,period_2 player_787167924 team_301,False
2838062665,7.0,53.0,361,True,2nd 08:26:00 : made by Mason Porter-Brown(LIU) 40-80,period_2 player_787167957 team_361,False
2838062670,92.0,54.0,301,True,2nd 08:05:00 : made by Zvonimir Ivisic(Illinois) 40-82,period_2 player_787167926 team_301,False
2838062672,28.0,75.0,361,True,2nd 07:37:00 : made by Faheim Meran(LIU) 43-82,period_2 player_787167958 team_361,False
2838062674,70.0,75.0,301,False,2nd 07:17:00 : missed by Zvonimir Ivisic(Illinois) 43-82,period_2 player_787167926 team_301,False
2838062676,10.0,43.0,361,False,2nd 07:08:00 : missed by Malachi Davis(LIU) 43-82,period_2 player_787167951 team_361,False
2838062686,89.0,50.0,301,False,2nd 06:47:00 : missed by Andrej Stojakovic(Illinois) 43-82,period_2 player_787167924 team_301,False
2838062688,94.0,50.0,301,True,2nd 06:43:00 : made by Andrej Stojakovic(Illinois) 43-84,period_2 player_787167924 team_301,False
2838062689,14.0,42.0,361,True,2nd 06:24:00 : made by A.J. Neal(LIU) 45-84,period_2 player_787167943 team_361,False
2838062690,91.0,50.0,301,True,2nd 06:13:00 : made by Andrej Stojakovic(Illinois) 45-86,period_2 player_787167924 team_301,False
2838062691,6.0,49.0,361,True,2nd 05:59:00 : made by Mason Porter-Brown(LIU) 47-86,period_2 player_787167957 team_361,False
2838062693,89.0,64.0,301,True,2nd 05:43:00 : made by Andrej Stojakovic(Illinois) 47-88,period_2 player_787167924 team_301,False
2838062694,10.0,41.0,361,True,2nd 05:37:00 : made by Malachi Davis(LIU) 49-88,period_2 player_787167951 team_361,False
2838062700,93.0,56.0,301,True,2nd 05:27:00 : made by Andrej Stojakovic(Illinois) 49-90,period_2 player_787167924 team_301,False
2838062701,5.0,46.0,361,True,2nd 05:15:00 : made by Malachi Davis(LIU) 51-90,period_2 player_787167951 team_361,False
2838062702,92.0,42.0,301,False,2nd 05:04:00 : missed by Keaton Wagler(Illinois) 51-90,period_2 player_787167939 team_301,False
2838062704,22.0,94.0,361,True,2nd 04:53:00 : made by A.J. Neal(LIU) 54-90,period_2 player_787167943 team_361,False
2838062705,67.0,41.0,301,False,2nd 04:43:00 : missed by Kylan Boswell(Illinois) 54-90,period_2 player_787167922 team_301,False
2838062715,7.0,30.0,361,False,2nd 04:16:00 : missed by A.J. Neal(LIU) 54-90,period_2 player_787167943 team_361,False
2838062723,11.0,46.0,361,False,2nd 03:53:00 : missed by Tre&#39;shawn Sheppard(LIU) 54-91,period_2 player_787167949 team_361,False
2838062725,92.0,46.0,301,False,2nd 03:45:00 : missed by Brandon Lee(Illinois) 54-91,period_2 player_787167935 team_301,False
2838062729,21.0,88.0,361,False,2nd 03:34:00 : missed by Mason Porter-Brown(LIU) 54-91,period_2 player_787167957 team_361,False
2838062746,87.0,60.0,301,False,2nd 03:06:00 : missed by Brandon Lee(Illinois) 55-91,period_2 player_787167935 team_301,False
2838062749,10.0,2.0,361,True,2nd 02:58:00 : made by Mason Porter-Brown(LIU) 58-91,period_2 player_787167957 team_361,False
2838062751,69.0,64.0,301,True,2nd 02:42:00 : made by Keaton Wagler(Illinois) 58-94,period_2 player_787167939 team_301,False
2838062752,17.0,63.0,361,False,2nd 02:30:00 : missed by Mason Porter-Brown(LIU) 58-94,period_2 player_787167957 team_361,False
2838062756,94.0,0.0,301,False,2nd 02:05:00 : missed by AJ Redd(Illinois) 58-94,period_2 player_787167923 team_301,False
2838062758,30.0,69.0,361,False,2nd 01:52:00 : missed by Xinyi Li(LIU) 58-94,period_2 player_787167954 team_361,False
2838062760,88.0,52.0,301,True,2nd 01:44:00 : made by AJ Redd(Illinois) 58-96,period_2 player_787167923 team_301,False
2838062763,87.0,51.0,301,True,2nd 00:58:00 : made by Brandon Lee(Illinois) 58-98,period_2 player_787167935 team_301,False
2838062764,9.0,58.0,361,False,2nd 00:29:10 : missed by Xinyi Li(LIU) 58-98,period_2 player_787167954 team_361,False
2839648945,6.0,53.0,301,True,1st 19:39:00 : made by Andrej Stojakovic(Illinois) 0-2,period_1 player_787287546 team_301,False
2839648946,76.0,89.0,536,False,1st 19:28:00 : missed by Koree Cotton(UTRGV) 0-2,period_1 player_787287568 team_536,False
2839648948,69.0,64.0,536,True,1st 19:14:00 : made by Filip Brankovic(UTRGV) 3-2,period_1 player_787287574 team_536,False
2839648950,22.0,88.0,301,False,1st 18:57:00 : missed by Kylan Boswell(Illinois) 3-2,period_1 player_787287559 team_301,False
2839648952,72.0,75.0,536,False,1st 18:39:00 : missed by Always Wright(UTRGV) 3-2,period_1 player_787287579 team_536,False
2839648957,92.0,58.0,536,False,1st 18:10:00 : missed by Koree Cotton(UTRGV) 3-2,period_1 player_787287568 team_536,False
2839648961,73.0,84.0,536,False,1st 17:51:00 : missed by Filip Brankovic(UTRGV) 3-2,period_1 player_787287574 team_536,False
2839648963,94.0,50.0,536,True,1st 17:46:00 : made by Kye Dickson(UTRGV) 5-2,period_1 player_787287571 team_536,False
2839648968,32.0,39.0,301,True,1st 17:26:00 : made by Tomislav Ivisic(Illinois) 5-5,period_1 player_787287552 team_301,False
2839648970,91.0,99.0,536,True,1st 17:10:00 : made by Kye Dickson(UTRGV) 8-5,period_1 player_787287571 team_536,False
2839648972,9.0,47.0,301,True,1st 17:01:00 : made by Andrej Stojakovic(Illinois) 8-7,period_1 player_787287546 team_301,False
2839648973,88.0,50.0,536,False,1st 16:41:00 : missed by Koree Cotton(UTRGV) 8-7,period_1 player_787287568 team_536,False
2839648975,86.0,51.0,536,False,1st 16:38:00 : missed by Koree Cotton(UTRGV) 8-7,period_1 player_787287568 team_536,False
2839648977,27.0,19.0,301,True,1st 16:19:00 : made by Andrej Stojakovic(Illinois) 8-10,period_1 player_787287546 team_301,False
2839648979,87.0,96.0,536,False,1st 15:51:00 : missed by Kye Dickson(UTRGV) 8-10,period_1 player_787287571 team_536,False
2839648986,28.0,71.0,301,False,1st 15:35:00 : missed by Keaton Wagler(Illinois) 8-10,period_1 player_787287558 team_301,False
2839648988,69.0,32.0,536,True,1st 15:08:00 : made by Always Wright(UTRGV) 11-10,period_1 player_787287579 team_536,False
2839648989,28.0,26.0,301,False,1st 14:41:00 : missed by Tomislav Ivisic(Illinois) 11-10,period_1 player_787287552 team_301,False
2839648991,6.0,50.0,301,False,1st 14:36:00 : missed by Keaton Wagler(Illinois) 11-10,period_1 player_787287558 team_301,False
2839648993,82.0,46.0,536,False,1st 14:16:00 : missed by Zae Blake(UTRGV) 11-10,period_1 player_787287564 team_536,False
2839649007,8.0,45.0,301,True,1st 13:51:00 : made by Brandon Lee(Illinois) 11-12,period_1 player_787287555 team_301,False
2839649009,92.0,55.0,536,True,1st 13:27:00 : made by Jaylen Washington(UTRGV) 13-12,period_1 player_787287572 team_536,False
2839649012,92.0,55.0,536,False,1st 13:11:00 : missed by Dane Christensen(UTRGV) 13-12,period_1 player_787287576 team_536,False
2839649014,80.0,7.0,536,False,1st 12:50:00 : missed by Dane Christensen(UTRGV) 13-12,period_1 player_787287576 team_536,False
2839649016,7.0,46.0,301,True,1st 12:44:00 : made by Brandon Lee(Illinois) 13-14,period_1 player_787287555 team_301,False
2839649018,82.0,56.0,536,True,1st 12:24:00 : made by Jaylen Washington(UTRGV) 15-14,period_1 player_787287572 team_536,False
2839649019,13.0,62.0,301,False,1st 12:07:00 : missed by Brandon Lee(Illinois) 15-14,period_1 player_787287555 team_301,False
2839649028,80.0,47.0,536,False,1st 11:35:00 : missed by Jaylen Washington(UTRGV) 15-14,period_1 player_787287572 team_536,False
2839649036,84.0,95.0,536,False,1st 11:30:00 : missed by Marvin McGhee III(UTRGV) 15-14,period_1 player_787287565 team_536,False
2839649038,12.0,52.0,301,False,1st 11:11:00 : missed by Keaton Wagler(Illinois) 15-14,period_1 player_787287558 team_301,False
2839649048,97.0,4.0,536,True,1st 10:40:00 : made by Marvin McGhee III(UTRGV) 18-14,period_1 player_787287565 team_536,False
2839649050,27.0,77.0,301,False,1st 10:24:00 : missed by Keaton Wagler(Illinois) 18-14,period_1 player_787287558 team_301,False
2839649052,7.0,47.0,301,True,1st 10:20:00 : made by David Mirkovic(Illinois) 18-16,period_1 player_787287553 team_301,False
2839649058,29.0,73.0,301,True,1st 09:33:00 : made by Keaton Wagler(Illinois) 18-19,period_1 player_787287558 team_301,False
2839649060,87.0,51.0,536,False,1st 09:13:00 : missed by Filip Brankovic(UTRGV) 18-19,period_1 player_787287574 team_536,False
2839649063,13.0,39.0,301,True,1st 09:06:00 : made by Andrej Stojakovic(Illinois) 18-21,period_1 player_787287546 team_301,False
2839649075,70.0,65.0,536,False,1st 08:51:00 : missed by Marvin McGhee III(UTRGV) 18-22,period_1 player_787287565 team_536,False
2839649083,28.0,77.0,301,False,1st 08:33:00 : missed by Tomislav Ivisic(Illinois) 18-22,period_1 player_787287552 team_301,False
2839649091,27.0,77.0,301,False,1st 08:07:00 : missed by Kylan Boswell(Illinois) 18-24,period_1 player_787287559 team_301,False
2839649095,5.0,4.0,301,False,1st 07:33:00 : missed by Andrej Stojakovic(Illinois) 18-24,period_1 player_787287546 team_301,False
2839649097,18.0,51.0,301,False,1st 07:29:00 : missed by Keaton Wagler(Illinois) 18-24,period_1 player_787287558 team_301,False
2839649099,7.0,57.0,301,False,1st 07:19:00 : missed by Keaton Wagler(Illinois) 18-24,period_1 player_787287558 team_301,False
2839649101,84.0,50.0,536,False,1st 07:08:00 : missed by Always Wright(UTRGV) 18-24,period_1 player_787287579 team_536,False
2839649103,32.0,54.0,301,False,1st 06:50:00 : missed by Tomislav Ivisic(Illinois) 18-24,period_1 player_787287552 team_301,False
2839649122,16.0,40.0,301,False,1st 06:20:00 : missed by Andrej Stojakovic(Illinois) 19-24,period_1 player_787287546 team_301,False
